게임이름,게임순위,총 평가,긍정적인 평가 비율,출시일,앞서 해보기 출시 일자,app_id
Earl vs. the Mutants,2164,114,97,"18 Jul, 2024",,2292010
Catacomb Kids,2165,521,88,"21 Feb, 2015",,315840
Sanator: Scarlet Scarf,2166,440,89,"7 Jun, 2019",,650330
Boxing School,2167,506,90,"11 Jan, 2019",,939990
EXS1～EthnologySister：Cultural functionalism,2168,238,94,"20 Aug, 2021",,1630570
Touhou Blooming Chaos,2169,321,89,"1 Oct, 2019",,1124830
雨鸦 - You are my sanctuary,2170,259,93,"25 Sep, 2018",,938810
Unsung Warriors - Prologue,2171,1420,94,"15 Jan, 2019",,959080
The Golden Rose: Book One,2172,151,90,"2 Jun, 2022",,1892950
Chatventures,2173,133,91,"14 Feb, 2020",,1265850
Land Of Idyllic Beauty,2174,114,90,"18 Aug, 2024","18 Aug, 2024",3085890
Ord.,2175,241,93,"5 Jun, 2019",,1079000
Cool Kid Cody,2176,131,96,"9 Apr, 2022",,1877710
Ukraine War Stories,2177,1057,87,"18 Oct, 2022",,1985510
瓶中精灵 - Fairy in a Jar,2178,164,93,"7 Mar, 2019",,997700
原灵·深海遗梦 Medusa the Origin ~ Lost Dream of the Deep,2179,116,94,"27 Mar, 2022",,1933640
Fantasia of the Wind - 风之幻想曲,2180,321,89,"26 Oct, 2017",,645690
The King's Request: Physiology and Anatomy Revision Game,2181,180,93,"27 Jun, 2018",,873230
Who Is Mike - A Visual Novel,2182,461,90,"30 Sep, 2015",,377430
Kofi Quest,2183,149,93,"28 Jan, 2020",,705340
Underlevel,2184,232,93,"19 Sep, 2023",,2574430
子归 - Blossom,2185,442,88,"19 Jul, 2024",,2579280
Omega Crafter,2186,423,80,"15 May, 2025","29 Mar, 2024",2262080
Choice of the Deathless,2187,311,91,"20 Dec, 2013",,318310
Realms of Magic,2188,944,80,"21 Jul, 2022","7 Dec, 2017",490280
