게임이름,게임순위,총 평가,긍정적인 평가 비율,출시일,앞서 해보기 출시 일자,app_id
Strain Tactics,1771,206,87,"5 May, 2017",,621810
Infernax,1772,1877,92,"15 Feb, 2022",,374190
Kanna Maze,1773,291,87,"15 May, 2024",,2876250
Trine 5: A Clockwork Conspiracy,1774,1974,91,"31 Aug, 2023",,1436700
"Warhammer 40,000: Dawn of War II - Anniversary Edition",1775,7197,86,"18 Feb, 2009",,15620
Swaying Girl,1776,4850,89,"20 Nov, 2020","13 Oct, 2020",1393350
Last Word,1777,218,82,"9 May, 2015",,355530
Space Pirates and Zombies,1778,2175,91,"16 Aug, 2011",,107200
Aground,1779,1648,94,"18 Apr, 2020",,876650
Cultivation Story: Reincarnation,1780,1884,92,"31 Jan, 2023","2 Aug, 2022",1866880
Moonstone Island,1781,3150,84,"21 Sep, 2023",,1658150
Block Story™,1782,1536,83,"10 Dec, 2015",,270110
Growing Up,1783,3043,87,"14 Oct, 2021",,1191120
Original War,1784,1697,94,"15 Jun, 2001",,235320
Open World Game: the Open World Game,1785,2492,92,"19 Nov, 2019",,1144110
Crown Trick,1786,4421,85,"16 Oct, 2020",,1000010
Spiritfall,1787,1623,92,"29 Feb, 2024","3 Apr, 2023",1835240
Vampire: The Masquerade — Parliament of Knives,1788,266,95,"28 Oct, 2021",,1266100
Fairy Bloom Freesia,1789,568,90,"18 Oct, 2012",,214590
Echoes of Aetheria,1790,134,82,"16 Jan, 2016",,354740
Insects Awaken,1791,144,93,"22 May, 2025",,2374000
Idling to Rule the Gods,1792,1912,85,"28 May, 2016",,466170
Dex,1793,2785,86,"7 May, 2015",,269650
天外武林 (Traveler of Wuxia),1794,3031,85,"6 Jan, 2023",,2088160
Sheltered,1795,5203,81,"16 Mar, 2016",,356040
Lost,1796,7458,80,"1 Oct, 2019",,1126290
Space Pilgrim Academy: Year 1,1797,113,91,"6 Oct, 2017",,694370
侦探，请守护我的秘密吧！,1798,422,95,"16 May, 2025",,3391500
Ctrl Alt Ego,1799,665,93,"22 Jul, 2022",,1571940
Mr. Prepper,1800,4316,82,"19 Mar, 2021",,761830
Sunrider: Mask of Arcadius,1801,2780,92,"2 Jul, 2014",,313730
Demeo,1802,1489,90,"7 May, 2021",,1484280
HorrorVale,1803,116,100,"1 Oct, 2024","28 Jul, 2019",1114650
System Shock: Enhanced Edition,1804,1635,91,"22 Sep, 2015",,410710
Keplerth,1805,3579,84,"24 May, 2022",,747200
MEMOLOGY: GOYDA,1806,1403,94,"15 May, 2024",,2629330
Rampage Knights,1807,2145,93,"5 Sep, 2015",,314410
Kingsway,1808,1425,92,"18 Jul, 2017",,588950
You Will (Not) Remain,1809,2455,92,"7 Jan, 2022",,1776160
Legend of Keepers: Prologue,1810,2369,92,"10 Oct, 2019",,1151080
The Test: Reality Check,1811,458,98,"25 Feb, 2025",,3447410
SpellForce - Platinum Edition,1812,2190,87,"4 Nov, 2009",,39540
Juicy Realm,1813,3230,87,"3 May, 2018",,732370
寇莎梅特：困世迷情 Consummate:Missing World,1814,917,94,"21 Jul, 2017",,630060
The Desolate Hope,1815,1637,91,"6 May, 2014",,298180
The Deed,1816,1984,90,"24 Nov, 2015",,420740
Lemon Cake,1817,1580,87,"18 Feb, 2021",,1338330
Paper Bride,1818,1831,91,"3 Dec, 2021",,1735950
镇邪,1819,2601,87,"4 Nov, 2022",,1939560
Pesterquest,1820,1237,92,"4 Sep, 2019",,1144030
The Forest of Drizzling Rain,1821,366,96,"16 Nov, 2022",,2106810
Stone Story RPG,1822,833,90,"27 Jul, 2023","8 Aug, 2019",603390
Roguebook,1823,2828,84,"17 Jun, 2021",,1076200
Matchmaking Inc.,1824,3236,81,"21 Jan, 2025",,2103130
Sucker for Love: Date to Die For,1825,989,94,"24 Apr, 2024",,2240790
Cinnabunny,1826,265,95,"20 Feb, 2025",,2794830
Vampire: The Masquerade — Night Road,1827,597,90,"24 Sep, 2020",,1290270
Mosaique Neko Waifus 5,1828,1306,93,"27 Oct, 2022",,2165610
School Days,1829,1999,82,"30 Jan, 2025","30 Jan, 2025",1991040
School Days,1829,1999,82,"30 Jan, 2025","30 Jan, 2025",3100110
A Legionary's Life,1830,2340,87,"25 Sep, 2019","20 Apr, 2019",1058430
Fox Hime,1831,3682,85,"3 Nov, 2017",,720280
Hiveswap Friendsim,1832,1196,93,"14 Apr, 2018",,833040
Dungeons & Degenerate Gamblers,1833,2232,80,"9 Aug, 2024",,2400510
Garden Paws,1834,1851,90,"18 Dec, 2018",,840010
Delver,1835,2320,88,"1 Feb, 2018",,249630
"10,000,000",1836,1746,90,"16 Jan, 2013",,227580
Baldr Sky,1837,1351,94,"21 Dec, 2019",,741140
Adventure Time: Pirates of the Enchiridion,1838,657,90,"17 Jul, 2018",,728240
Sunless Skies: Sovereign Edition,1839,2532,84,"1 Feb, 2019",,596970
Not Tonight,1840,1968,86,"17 Aug, 2018",,733790
Bang Average Football,1841,193,98,"11 May, 2024",,2393770
Open Sorcery,1842,300,98,"22 Feb, 2017",,585180
Creepy Redneck Dinosaur Mansion 3,1843,225,96,"22 Apr, 2025",,2116510
Thea: The Awakening,1844,3239,88,"20 Nov, 2015",,378720
VenusBlood FRONTIER International,1845,739,93,"8 Feb, 2020",,1189440
My Sweet! Housemate,1846,156,99,"28 Aug, 2024",,3100210
Plebby Quest: The Crusades,1847,2538,86,"9 Apr, 2020",,334310
Knell of St. Godhrkar,1848,1365,93,"5 Dec, 2021","10 Oct, 2020",1377450
Dungeon Painter Studio,1849,2582,83,"27 Feb, 2017",,592260
Bloodwash,1850,1081,92,"16 Sep, 2021",,1598160
挂机神话,1851,1679,90,"7 Apr, 2023","7 Feb, 2022",1863750
Killed by Love 99 Times,1852,399,97,"12 Mar, 2025",,3090080
Hero of the Kingdom: The Lost Tales 1,1853,973,91,"17 Apr, 2020",,1249130
AI2U: With You 'Til The End,1854,517,91,"24 Jan, 2025","24 Jan, 2025",2880730
Fortune's Run,1855,490,92,"28 Sep, 2023","28 Sep, 2023",1692240
Mages of Mystralia,1856,851,85,"18 May, 2017",,529660
TunTown,1857,225,98,"13 Aug, 2024",,1512710
冬日树下的回忆AFTER,1858,334,99,"19 Dec, 2023",,2546970
Who Needs a Hero?,1859,1374,91,"21 Jan, 2021",,1342890
Heartbound,1860,2302,85,"25 Dec, 2018","25 Dec, 2018",567380
Feel The Snow,1861,2480,87,"13 Dec, 2019",,538100
Fallen Hero: Rebirth,1862,411,96,"16 Mar, 2018",,800620
RPG in a Box,1863,375,94,"11 May, 2022","13 Aug, 2019",498310
Office Life,1864,1455,88,"18 Dec, 2024","20 May, 2024",1360810
Card-en-Ciel,1865,680,92,"24 Oct, 2024",,2730540
Dustland Delivery,1866,952,89,"6 Nov, 2024","12 Jul, 2024",2943280
Love Esquire - RPG/Dating Sim/Visual Novel,1867,981,90,"9 Oct, 2019",,849740
Your Chronicle,1868,2029,80,"5 Apr, 2021",,1546320
Journey to Incrementalia,1869,616,89,"24 Oct, 2024",,3147430
像素男友 语音完整版,1870,335,97,"24 Dec, 2020",,1478410
Dokapon Kingdom: Connect,1871,535,88,"8 Sep, 2023",,2338140
MARDEK,1872,249,99,"6 Jul, 2010",,1302990
Shigatari,1873,259,97,"26 Aug, 2017",,486380
Lords of Magic: Special Edition,1874,481,92,"19 Nov, 1997",,404040
Vampire: The Masquerade - Redemption,1875,840,88,"7 Jun, 2000",,559680
Timeflow – Life Sim,1876,1304,92,"1 Jan, 2019","19 Jan, 2019",1005930
Alien Hominid Invasion,1877,1476,88,"2 Nov, 2023",,843200
Zelle,1878,406,94,"4 Oct, 2019",,725330
Minit,1879,1600,91,"3 Apr, 2018",,609490
Dog Sled Saga,1880,608,94,"23 Sep, 2016",,286240
All Quiet in the Trenches,1881,692,90,"18 Jan, 2024","18 Jan, 2024",863500
Choice of Life: Middle Ages 2,1882,795,94,"1 Oct, 2022",,1573630
Magic Research 2,1883,472,92,"22 May, 2024",,2864890
Timespinner,1884,2552,85,"26 Sep, 2018",,368620
Wayhaven Chronicles: Book Two,1885,204,98,"7 May, 2020",,1233950
Stick RPG 2: Director's Cut,1886,867,87,"19 Apr, 2011",,307640
Ark Mobius: Censored Edition,1887,966,94,"15 Oct, 2021",,1731520
流光易逝的夏末 - Fleeting Summer's End,1888,246,99,"6 Jan, 2023",,2205290
Above Snakes: Prologue,1889,1830,90,"24 Mar, 2023",,2209150
Tin Star,1890,290,95,"21 Feb, 2014",,375130
the static speaks my name,1891,5633,81,"10 Aug, 2015",,387860
Choice of Life: Middle Ages,1892,1477,89,"7 Nov, 2020",,1337890
幻想枝魂 Soul Fantasy,1893,403,97,"31 Dec, 2021",,1828630
Amber Isle,1894,1323,85,"11 Oct, 2024",,1663040
封神外传,1895,465,96,"3 Nov, 2021",,1560060
Touhou Kikamu ~ Elegant Impermanence of Sakura,1896,406,97,"16 Apr, 2020",,1252320
The Last Train,1897,343,98,"30 Nov, 2023",,2456860
Ken ga Kimi,1898,889,93,"26 Mar, 2020",,1162650
Super Trench Attack!,1899,1097,91,"24 Jul, 2014",,311870
Corpse Party,1900,1188,89,"26 Apr, 2016",,251270
Dream Date,1901,2497,85,"9 May, 2020",,1256610
VR Flush,1902,794,94,"21 Jun, 2018",,866540
The Lord of the Rings: Journeys in Middle-earth,1903,840,90,"19 Apr, 2019",,1003400
Idle Fishing,1904,1406,85,"24 May, 2024",,2725560
风与鸟 - Wind and Bird,1905,373,99,"22 Jan, 2024",,2269860
Godsworn,1906,627,93,"29 Mar, 2024","29 Mar, 2024",1328990
Ziggurat,1907,2778,87,"24 Oct, 2014",,308420
Soul Gambler,1908,2167,87,"1 Aug, 2013",,313020
神社的百合香 ~ Floral Aroma in the Shrine,1909,674,94,"1 Oct, 2018",,925440
Candleman: The Complete Journey,1910,1036,92,"1 Feb, 2018",,591630
巴哈姆特1-REMAKE(BAHAMUT1-REMAKE),1911,108,98,"17 Jan, 2025",,3201530
Little-Known Galaxy,1912,610,90,"21 May, 2024",,2521600
Blossom Tales: The Sleeping King,1913,618,86,"28 Mar, 2017",,446810
The Caribbean Sail,1914,472,94,"20 Sep, 2017",,657690
The Adventure Pals,1915,916,93,"4 Apr, 2018",,396710
秘封旅行 ~ Secret Sealing Travel,1916,197,100,"17 Oct, 2020","17 Oct, 2020",1176050
Paper Bride 2 Zangling Village,1917,913,90,"6 May, 2022",,1879380
The Guild II Renaissance,1918,3282,81,"29 Jul, 2010",,39680
Eve of Souls: Static Pod,1919,465,94,"5 Jun, 2019","5 Jun, 2019",923910
Breeze,1920,484,96,"5 Aug, 2022",,2081460
Paper Bride 3 Unresolved Love,1921,767,92,"29 Sep, 2022",,1939790
Sorcery! Parts 1 and 2,1922,536,91,"3 Feb, 2016",,411000
绮罗四时谭,1923,442,96,"30 Oct, 2019",,1172980
Sakura Hime 2,1924,799,92,"22 Apr, 2022",,1223870
Dead Pixels,1925,1979,86,"8 Dec, 2012",,222980
Sophie's Dice,1926,111,99,"17 Jun, 2019",,1067350
Bloody Painter Dating Sim,1927,909,92,"10 Oct, 2024",,3214880
Cat Museum,1928,746,92,"18 Mar, 2022",,1688100
"BEARS, VODKA, BALALAIKA! 🐻",1929,1678,89,"7 Nov, 2019","16 Aug, 2019",1129220
Windward Horizon,1930,151,82,"22 May, 2025",,2665460
My Friend is a Raven,1931,1295,91,"18 Nov, 2019",,1215090
Hard Truck Apocalypse / Ex Machina,1932,2235,83,"8 Dec, 2005",,285500
West Sweety,1933,3210,83,"13 Dec, 2019",,1186400
Royal Alchemist,1934,275,93,"1 May, 2020",,939790
PuzzleQuest: Challenge of the Warlords,1935,965,87,"10 Oct, 2007",,12500
Sakura Hime 3,1936,499,94,"16 Dec, 2022",,1996210
神树残响（Echoes of the Divine Tree）,1937,231,94,"21 Mar, 2025",,2961460
Idle Wizard,1938,1591,86,"25 Jan, 2019",,992070
月夜下的紅茶杯 ~ Blacktea With Moon,1939,516,93,"9 May, 2018",,836490
Faeria,1940,1447,83,"8 Mar, 2017",,397060
Faerie Solitaire,1941,1352,89,"18 Sep, 2010",,38600
Tactical Nexus,1942,192,96,"12 Nov, 2019",,1141290
Guns of Infinity,1943,128,96,"30 Mar, 2016",,446330
Illwinter's Floorplan Generator,1944,442,92,"4 May, 2018",,630900
The Enchanted Cave 2,1945,693,90,"3 Jun, 2015",,368610
Super Panda Adventures,1946,712,94,"15 Jul, 2014",,311190
Sol-Rui -after mini-,1947,202,91,"11 Jan, 2025",,3226850
Betrayal At Club Low,1948,453,97,"9 Sep, 2022",,1885750
STORY OF SEASONS: Pioneers of Olive Town,1949,1241,83,"16 Sep, 2021",,1392960
Sang-Froid - Tales of Werewolves,1950,1923,87,"6 Apr, 2013",,227220
Meteorfall: Krumit's Tale,1951,718,91,"23 Jul, 2020","6 Nov, 2019",1073320
The Light Brigade,1952,992,89,"23 Feb, 2023",,1579880
Black Gunner Wukong,1953,373,98,"5 Feb, 2024",,2270750
真夜的居所 - Chanye's Home,1954,125,100,"25 Dec, 2023",,2677040
Prince Maker美少年梦工厂3：重生,1955,386,95,"10 May, 2019",,1055760
Stories from Sol: The Gun-Dog,1956,592,91,"20 Feb, 2025",,2118420
茜色,1957,292,98,"13 Sep, 2024",,2936180
Faeland,1958,155,92,"6 Dec, 2023","6 Dec, 2023",1280080
Zombie Apocalypse Survival Simulator,1959,110,99,"18 Oct, 2022",,2152190
Lords of Infinity,1960,192,95,"2 Mar, 2023",,2169120
秘密舞会,1961,642,93,"1 Mar, 2021",,1494190
Bardbarian,1962,763,90,"2 Apr, 2014",,269490
Left on Read,1963,5323,80,"19 May, 2020",,1306580
Ascension to the Throne,1964,481,91,"26 Jan, 2007",,289200
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,1965,275,91,"2 Nov, 2022",,1492730
Aeruta,1966,464,90,"16 May, 2024","16 May, 2024",2286780
Director Simulator,1967,497,87,"26 Jul, 2024",,2803060
Magical Diary: Horse Hall,1968,701,93,"1 Jun, 2012",,211340
Without a Voice,1969,316,95,"21 Mar, 2020",,1262190
夜永 Eternal Love,1970,925,91,"12 Nov, 2020",,1416240
蓝宝石般的被害妄想少女/Damsel with persecutory delusion,1971,929,89,"28 Nov, 2018",,970510
MareQuest,1972,382,96,"1 Dec, 2022",,2184130
SWOLLEN TO BURSTING UNTIL I AM DISAPPEARING ON PURPOSE,1973,269,97,"29 Aug, 2023",,2411590
Costume Quest 2,1974,713,87,"8 Oct, 2014",,275180
Cemetery Mary,1975,345,96,"30 Dec, 2021",,1801230
BROK the InvestiGator - Prologue,1976,292,97,"3 Dec, 2020",,1318790
Lunavania,1977,691,87,"24 Jan, 2025","24 Jan, 2025",2770460
Chicken Assassin: Reloaded,1978,664,94,"28 Jun, 2016",,489610
Wizard And Minion Idle,1979,762,90,"7 Feb, 2019",,1011510
Tentacle Girl,1980,1131,88,"14 Feb, 2020",,1205240
亭上满月映西枝~The Forever Moon,1981,137,96,"13 Jun, 2020",,1327020
Voids Vigil,1982,299,96,"11 Mar, 2025","16 Sep, 2024",2738940
A Gay's Life,1983,276,95,"20 Nov, 2019",,1147500
7 Years From Now,1984,163,98,"17 Jun, 2021",,1562920
Cozy Space Survivors,1985,293,96,"4 May, 2024",,2657850
MEMOLOGY 2: OLD TIMES,1986,219,96,"3 Mar, 2025",,3107930
Perennial Order,1987,475,93,"6 Sep, 2024",,1411020
Polandball: Can into Space!,1988,445,93,"16 Jun, 2016",,441050
Cards & Tankards,1989,870,88,"25 May, 2023","20 Apr, 2021",1506850
Fausts Alptraum,1990,1154,93,"14 Aug, 2015",,574740
Judero,1991,237,98,"17 Sep, 2024",,1960900
Tumbleweed Destiny,1992,340,95,"1 Apr, 2022",,1929360
Detective Hayseed - Hollywood,1993,113,96,"7 Oct, 2016",,504380
Intergalactic Fishing,1994,277,97,"22 Apr, 2020",,949600
Seek Girl Ⅲ,1995,2678,83,"6 Dec, 2019",,1191210
Heads Will Roll: Reforged,1996,900,87,"5 Oct, 2023",,687800
Survive or Thrive,1997,225,98,"8 Sep, 2020",,1397030
Midas Gold Plus,1998,1755,85,"1 Feb, 2017",,557400
Sacred Fire: A Role Playing Game,1999,433,94,"19 Oct, 2021","19 Oct, 2021",900400
Through time the girl puzzle,2000,962,93,"8 Sep, 2023",,2527690
Game of Fate: Chasing Through Time,2001,821,91,"31 Oct, 2024",,2963550
A Book of Beasts and Buddies,2002,396,95,"6 Oct, 2018",,959750
The Black Grimoire: Cursebreaker,2003,600,89,"28 Oct, 2024","11 Mar, 2023",1189290
Kraken Academy!!,2004,629,91,"10 Sep, 2021",,1158220
Arcadie: Second-Born,2005,343,94,"10 Dec, 2022",,2196980
Mondealy,2006,477,94,"9 Aug, 2023",,1620520
Slasher's Keep,2007,1975,83,"20 Nov, 2020","9 Feb, 2018",598060
FAIRY TAIL: DUNGEONS,2008,552,92,"26 Aug, 2024",,2305500
Death Skid Marks,2009,772,91,"21 Nov, 2014",,326150
Sacrifice,2010,616,92,"1 Nov, 2000",,38440
Choice of Life: Wild Islands,2011,267,94,"26 Sep, 2024",,2380320
Eternal Escape: castle of shadows,2012,106,98,"12 Jul, 2024",,3016090
The Ship: Murder Party,2013,2557,84,"11 Jul, 2006",,2400
Free Will,2014,228,96,"7 May, 2024",,2571880
The Endless Empty,2015,242,96,"4 Nov, 2018",,959410
Boosted Survivors,2016,173,97,"29 Aug, 2024",,3161850
Why Am I Dead At Sea,2017,383,94,"12 May, 2015",,359400
Dodgeball Academia,2018,414,94,"6 Aug, 2021",,1422420
Mothlight,2019,412,94,"25 Aug, 2017",,687980
Sucker for Love: Prelude,2020,483,96,"15 Dec, 2021",,1820740
Ad Fundum,2021,295,95,"14 Jun, 2024",,2647820
Forward to the Sky,2022,1821,84,"30 Jan, 2015",,333250
我的纸片人女友/Make butter together!,2023,591,92,"10 Jul, 2019",,1070020
Illusion Box,2024,159,95,"17 Apr, 2025",,3109800
Super Life (RPG),2025,512,90,"18 Jul, 2019",,1087460
The Black Watchmen,2026,619,89,"25 Jun, 2015",,349220
Dead Effect 2 VR,2027,1156,80,"4 Oct, 2017",,646200
HIVESWAP: ACT 2,2028,929,88,"26 Nov, 2020",,1181840
食用系少女 Food Girls,2029,355,93,"6 Jun, 2019",,985080
Castlevania Anniversary Collection,2030,1522,80,"16 May, 2019",,1018010
Princess Remedy 2: In A Heap of Trouble,2031,344,95,"9 Sep, 2016",,522040
Transparent Black,2032,241,94,"11 Nov, 2016",,687830
The Hayseed Knight,2033,148,96,"8 Dec, 2020",,1332990
Before the Echo,2034,1042,88,"21 Oct, 2011",,200910
角斗士学院（Gladiator School）,2035,335,94,"1 Mar, 2022",,1740850
Pathologic 3: Quarantine,2036,1197,88,"18 Mar, 2025",,3389330
Quest for Glory 1-5,2037,351,95,"1 Oct, 1989",,502750
Angels of Death Episode.Eddie,2038,403,89,"21 May, 2020",,1321230
RED,2039,321,95,"25 Dec, 2016",,573770
Buriedbornes - Dungeon RPG,2040,1351,88,"14 Dec, 2022",,2153310
Jianghu Survivor,2041,1072,87,"1 Jun, 2023","28 Dec, 2022",2196790
Sakura Hime 4,2042,227,93,"30 May, 2024",,2070850
Lam Lam,2043,141,97,"11 Nov, 2022",,2169800
Staxel,2044,3038,80,"12 Apr, 2019",,405710
我来自江湖 From Jianghu,2045,2091,81,"25 Jul, 2020","25 Jul, 2020",1058770
Werewolf: The Apocalypse — The Book of Hungry Names,2046,178,91,"25 Apr, 2024",,2402280
Giants: Citizen Kabuto,2047,172,95,"7 Dec, 2000",,557750
Lockheart Indigo,2048,131,98,"1 Aug, 2020",,1345470
Eldritch,2049,1682,88,"22 Oct, 2013",,252630
风岬-The Everlasting lovestory at the Windcap,2050,672,88,"14 Feb, 2024",,2414750
WhiteLily 1：丽丽公主,2051,192,94,"17 Aug, 2018",,876850
Neversong,2052,737,86,"20 May, 2020",,733210
Lucky Hunter,2053,380,91,"5 Nov, 2024",,2824310
Noble Fates,2054,1243,83,"15 Dec, 2021","15 Dec, 2021",1769420
Maid Cafe on Electric Street,2055,468,82,"18 Nov, 2024",,1789030
Outcast 1.1,2056,524,90,"19 Dec, 2014",,336610
REAL WEB LEGENDS: Carter's Quest,2057,158,96,"3 Aug, 2024","3 Aug, 2024",2409110
Xi,2058,258,93,"13 Mar, 2025",,3432160
蛊婆 Lady in Tomb,2059,385,93,"22 Jul, 2021","15 Oct, 2020",1329350
Sphinx and the Cursed Mummy,2060,546,93,"10 Nov, 2003",,606710
PAGUI打鬼,2061,1064,84,"8 Oct, 2019",,986680
Westerado: Double Barreled,2062,1379,92,"17 Apr, 2015",,275200
云端之约,2063,460,93,"1 Oct, 2020","1 Oct, 2020",1422540
Flamebreak,2064,439,93,"15 Mar, 2016",,399640
Stuck In Time,2065,876,85,"9 Dec, 2021",,1814010
AshenForest,2066,185,95,"24 Jan, 2020","24 Jan, 2020",1160020
SC2VN - The eSports Visual Novel,2067,870,92,"7 Sep, 2015",,404480
业火 Hellfire,2068,186,98,"3 May, 2024",,2921890
WazHack,2069,561,88,"18 Feb, 2014",,264160
Komorebi,2070,231,93,"28 Jul, 2023",,1805130
小松穿越记 Wanna Wake up?,2071,188,97,"4 Jul, 2024",,2953560
Duck Life 8: Adventure,2072,364,90,"23 Jun, 2020",,1321270
Hero of the Kingdom: The Lost Tales 2,2073,616,89,"20 Nov, 2021",,1784780
The Letter - Horror Visual Novel,2074,1238,87,"25 Jul, 2017",,460430
ChilloutVR,2075,2355,80,"9 Feb, 2021","9 Feb, 2021",661130
Stonekeep,2076,123,94,"8 Nov, 1995",,613240
重生了还要我谈恋爱？,2077,372,90,"26 Jul, 2024",,2804510
Conur Life,2078,127,96,"6 Mar, 2023","6 Mar, 2023",1888330
Dad's Monster House,2079,200,95,"24 Sep, 2021",,1347600
Arcadia Fallen,2080,346,93,"18 Nov, 2021",,1174640
Half Past Fate,2081,219,92,"12 Mar, 2020",,1048740
绽于枝垂樱下~Flowering Across the Hakugyokurou,2082,137,94,"13 Jul, 2019",,1063190
公主×观众,2083,110,99,"23 May, 2024",,2959120
天天地下城,2084,107,97,"13 Jan, 2022",,1849310
The Legend of The Sacred Stone EX,2085,298,94,"11 Mar, 2022",,1886830
Berzerk Flashback,2086,113,96,"9 Feb, 2021",,1505700
Letter Quest: Grimm's Journey,2087,209,96,"21 Nov, 2014",,328730
Fidel Dungeon Rescue,2088,308,95,"2 Aug, 2017",,573170
Lightracer: For Judge,2089,338,92,"8 Jan, 2025",,3042680
One Way: The Elevator,2090,379,93,"14 Aug, 2020",,1347420
白花 the white flower,2091,303,94,"23 Dec, 2021",,1812760
Cat Simulator : Animals on Farm,2092,114,96,"8 Sep, 2021",,1638340
Methods: The Canada Files,2093,172,95,"2 Feb, 2023","2 Feb, 2023",2063530
Space Court,2094,146,97,"26 Jun, 2020",,1323000
Knights of Pen and Paper +1 Edition,2095,1826,83,"18 Jun, 2013",,231740
Planet Alcatraz 2,2096,278,91,"19 Sep, 2008",,389250
Gerda: A Flame in Winter,2097,320,95,"1 Sep, 2022",,1771360
Immortal Mantis,2098,213,94,"23 Apr, 2022",,1878570
Hero of the Kingdom: The Lost Tales 3,2099,276,90,"27 Nov, 2024",,3340810
Dreams in the Witch House,2100,292,93,"16 Feb, 2023",,1902850
Prologue for a Vacant Kingdom,2101,236,95,"19 Apr, 2019",,1040490
Crusaders of the Lost Idols,2102,2924,82,"14 Oct, 2015",,402840
Leaflet Love Story,2103,711,90,"20 Aug, 2018",,895220
Sabres of Infinity,2104,164,93,"21 Jun, 2013",,446310
ANNIE:Last Hope,2105,569,91,"7 Apr, 2020","19 Nov, 2019",1174390
Seduce Me 2: The Demon War,2106,332,93,"20 May, 2016",,461700
觅光：第一章 - Seeking Light : Chapter 1,2107,181,96,"25 Mar, 2023",,2305480
Blackout Hospital,2108,154,96,"18 Feb, 2023",,2301510
A Study in Steampunk: Choice by Gaslight,2109,170,95,"21 Nov, 2015",,421630
The Witch's Cauldron,2110,532,91,"24 Jan, 2024",,2251010
Gods of Savvarah | Part I,2111,148,97,"17 May, 2023",,2098870
Unroaded,2112,301,94,"6 Mar, 2019",,1031110
Wayhaven Chronicles: Book One,2113,346,92,"9 Mar, 2018",,800600
Magic Research,2114,383,90,"23 Mar, 2023",,2311680
CatTuber,2115,680,91,"9 Sep, 2022","9 Sep, 2022",1337970
Medieval Fantasy Survival Simulator,2116,246,96,"25 Feb, 2022",,1848960
东方心之解束~Saving from the devil,2117,142,97,"12 Jul, 2022",,2015700
Crush the Industry,2118,211,92,"16 Apr, 2025","31 Mar, 2023",1098610
英雄群侠传,2119,520,91,"10 Jun, 2019",,1102980
Rule No. 1,2120,248,93,"9 Jul, 2021","17 Nov, 2020",1458390
Finnish Army Simulator,2121,449,90,"14 Jan, 2023","14 Jan, 2023",1184250
At Home Alone,2122,1882,84,"1 Nov, 2018",,964350
Temperia: Soul of Majestic,2123,458,86,"26 Jul, 2022","26 Jul, 2022",852780
Twinsen's Little Big Adventure Classic,2124,370,90,"14 Oct, 1994",,397330
The HeartBeat,2125,108,98,"6 Oct, 2020",,1386710
花恋月依,2126,258,92,"5 Aug, 2024",,2956280
Coralina,2127,278,94,"7 Jan, 2023",,2246120
Disciples II: Rise of the Elves,2128,1171,86,"6 Jul, 2006",,1630
Stay! Stay! Democratic People's Republic of Korea!,2129,501,94,"12 May, 2017",,512060
"I, the Forgotten One",2130,168,92,"22 Jun, 2023",,2251580
QuiVr,2131,481,89,"19 Jun, 2018",,489380
Progress Game,2132,333,92,"1 Jul, 2020","14 Aug, 2020",1370410
ダンジョンアーティファクト,2133,130,94,"3 Apr, 2024","3 Apr, 2024",2144220
东方雪莲华 ～ Abyss Soul Lotus.,2134,388,92,"3 Feb, 2023",,1000440
The Dark Egg Demo,2135,223,95,"28 Aug, 2022",,2092620
Heroes of Annihilated Empires,2136,533,88,"22 Nov, 2006",,4800
Roguelands,2137,2915,80,"6 Nov, 2015",,364420
Art Reborn: Painting Connoisseur,2138,283,94,"17 Aug, 2023",,2064490
"Precipice of Darkness, Episode One",2139,338,91,"21 May, 2008",,18000
Eternal Strands,2140,842,89,"29 Jan, 2025",,1491410
Karate Master 2 Knock Down Blow,2141,677,86,"20 Mar, 2015",,347670
Black Closet,2142,239,91,"17 Sep, 2015",,400580
Gensokyo Odyssey,2143,241,95,"17 Apr, 2024",,1865670
五五午时书,2144,314,92,"21 Aug, 2020","21 Aug, 2020",1385880
Radiant Silvergun,2145,161,93,"3 Nov, 2023",,2450820
Werewolf: The Apocalypse — Heart of the Forest,2146,704,85,"14 Oct, 2020",,1342620
天岚行 - Through the Mist and Sky,2147,189,94,"7 Jun, 2018",,865880
Robot girl's dream -RobotBattleChampionship-,2148,113,96,"17 Jan, 2025",,2742730
不被忘记的你,2149,214,96,"28 Apr, 2023",,2365500
Space Pilgrim Episode II: Epsilon Indi,2150,426,89,"9 Jan, 2016",,431710
TRON 2.0,2151,618,90,"22 Aug, 2003",,327740
Door Game Deluxe,2152,121,95,"7 Feb, 2025",,3252920
Creature Creator,2153,660,88,"24 Dec, 2022","2 Aug, 2022",1990050
Magicmaker,2154,562,90,"23 Sep, 2014",,319250
Mr. Rightaway,2155,171,97,"12 Dec, 2024",,3048500
Меліній,2156,161,94,"30 May, 2024",,2726320
Cornucopia®,2157,327,89,"31 Jul, 2023","31 Jul, 2023",1681600
Knock Harder,2158,364,93,"27 Apr, 2020",,1216490
Traveller's Hymn,2159,123,95,"9 Oct, 2024",,3249180
Go To Hell Must,2160,140,93,"9 Aug, 2024",,2797440
Wolf & Rabbit,2161,300,90,"5 Apr, 2018",,757180
Breach & Clear,2162,1996,82,"22 Mar, 2014",,266130
Zombie Exodus: Safe Haven,2163,205,85,"29 Oct, 2016",,543980
